Protein	FilterMatch	RegEx
H9NMX6_9ARCH	Nitrite reductase	nitrite reductase
H9NMX7_9ARCH	Nitrite reductase	nitrite reductase
H9NMX8_9ARCH	Nitrite reductase	nitrite reductase
H9NMX9_9ARCH	Nitrite reductase	nitrite reductase
H9NMY0_9ARCH	Nitrite reductase	nitrite reductase
H9NMY1_9ARCH	Nitrite reductase	nitrite reductase
H9NMY3_9ARCH	Nitrite reductase	nitrite reductase
H9NMY4_9ARCH	Nitrite reductase	nitrite reductase
H9NMY5_9ARCH	Nitrite reductase	nitrite reductase
H9NMY6_9ARCH	nitrite reductase	nitrite reductase
H9NMY7_9ARCH	Nitrite reductase	nitrite reductase
H9NMY8_9ARCH	Nitrite reductase	nitrite reductase
H9NMY9_9ARCH	Nitrite reductase	nitrite reductase
H9NMZ0_9ARCH	nitrite reductase	nitrite reductase
H9NMZ1_9ARCH	Nitrite reductase	nitrite reductase
H9NMZ2_9ARCH	Nitrite reductase	nitrite reductase
H9NMZ3_9ARCH	Nitrite reductase	nitrite reductase
H9TFE3_9ARCH	nitrite reductase	nitrite reductase
H9TFE4_9ARCH	nitrite reductase	nitrite reductase
H9TFE5_9ARCH	nitrite reductase	nitrite reductase
H9TFE6_9ARCH	nitrite reductase	nitrite reductase
H9TFE7_9ARCH	nitrite reductase	nitrite reductase
H9TFE8_9ARCH	nitrite reductase	nitrite reductase
H9TFF2_9ARCH	nitrite reductase	nitrite reductase
H9TFF3_9ARCH	nitrite reductase	nitrite reductase
H9TFF4_9ARCH	nitrite reductase	nitrite reductase
H9TFF5_9ARCH	nitrite reductase	nitrite reductase
H9TFF6_9ARCH	nitrite reductase	nitrite reductase
H9TFF8_9ARCH	nitrite reductase	nitrite reductase
H9TFF9_9ARCH	nitrite reductase	nitrite reductase
H9TFG0_9ARCH	nitrite reductase	nitrite reductase
H9TFG1_9ARCH	nitrite reductase	nitrite reductase
H9TFG5_9ARCH	nitrite reductase	nitrite reductase
H9TFG6_9ARCH	nitrite reductase	nitrite reductase
H9TFG8_9ARCH	nitrite reductase	nitrite reductase
H9TFG9_9ARCH	nitrite reductase	nitrite reductase
H9TFH0_9ARCH	nitrite reductase	nitrite reductase
H9TFH1_9ARCH	nitrite reductase	nitrite reductase
H9TFH3_9ARCH	nitrite reductase	nitrite reductase
H9TFH5_9ARCH	nitrite reductase	nitrite reductase
H9TFH6_9ARCH	nitrite reductase	nitrite reductase
H9TFH8_9ARCH	nitrite reductase	nitrite reductase
H9TFI0_9ARCH	nitrite reductase	nitrite reductase
H9TFI3_9ARCH	nitrite reductase	nitrite reductase
H9TFI6_9ARCH	nitrite reductase	nitrite reductase
H9TFI8_9ARCH	nitrite reductase	nitrite reductase
H9TFI9_9ARCH	nitrite reductase	nitrite reductase
H9TFJ0_9ARCH	nitrite reductase	nitrite reductase
H9TFJ1_9ARCH	nitrite reductase	nitrite reductase
H9TFJ2_9ARCH	nitrite reductase	nitrite reductase
H9TFJ3_9ARCH	nitrite reductase	nitrite reductase
H9TFJ4_9ARCH	nitrite reductase	nitrite reductase
H9TFJ7_9ARCH	nitrite reductase	nitrite reductase
H9TFJ8_9ARCH	nitrite reductase	nitrite reductase
H9TFJ9_9ARCH	nitrite reductase	nitrite reductase
H9TFK0_9ARCH	nitrite reductase	nitrite reductase
H9TFK1_9ARCH	nitrite reductase	nitrite reductase
H9TFK2_9ARCH	nitrite reductase	nitrite reductase
H9TFK5_9ARCH	nitrite reductase	nitrite reductase
H9TFK6_9ARCH	nitrite reductase	nitrite reductase
H9TFK7_9ARCH	nitrite reductase	nitrite reductase
H9TFK9_9ARCH	nitrite reductase	nitrite reductase
H9TFL0_9ARCH	nitrite reductase	nitrite reductase
H9TFL1_9ARCH	nitrite reductase	nitrite reductase
H9TFL2_9ARCH	nitrite reductase	nitrite reductase
H9TFL3_9ARCH	nitrite reductase	nitrite reductase
H9TFL4_9ARCH	nitrite reductase	nitrite reductase
H9TFL5_9ARCH	nitrite reductase	nitrite reductase
H9TFL7_9ARCH	nitrite reductase	nitrite reductase
H9TFM0_9ARCH	nitrite reductase	nitrite reductase
H9TFM1_9ARCH	nitrite reductase	nitrite reductase
H9TFM2_9ARCH	nitrite reductase	nitrite reductase
H9TFM7_9ARCH	nitrite reductase	nitrite reductase
H9TFN1_9ARCH	nitrite reductase	nitrite reductase
H9TFN2_9ARCH	nitrite reductase	nitrite reductase
H9TFN3_9ARCH	nitrite reductase	nitrite reductase
H9TFN4_9ARCH	nitrite reductase	nitrite reductase
H9TFP1_9ARCH	nitrite reductase	nitrite reductase
H9TFP2_9ARCH	nitrite reductase	nitrite reductase
H9TFP3_9ARCH	nitrite reductase	nitrite reductase
H9TFP5_9ARCH	nitrite reductase	nitrite reductase
H9TFP9_9ARCH	nitrite reductase	nitrite reductase
H9TFQ0_9ARCH	nitrite reductase	nitrite reductase
H9TFQ1_9ARCH	nitrite reductase	nitrite reductase
H9TFQ4_9ARCH	nitrite reductase	nitrite reductase
H9TFQ6_9ARCH	nitrite reductase	nitrite reductase
H9TFQ7_9ARCH	nitrite reductase	nitrite reductase
H9TFQ8_9ARCH	nitrite reductase	nitrite reductase
H9TFQ9_9ARCH	nitrite reductase	nitrite reductase
H9TFR0_9ARCH	nitrite reductase	nitrite reductase
H9TFR1_9ARCH	nitrite reductase	nitrite reductase
H9TFR3_9ARCH	nitrite reductase	nitrite reductase
H9TFR4_9ARCH	nitrite reductase	nitrite reductase
H9TFR5_9ARCH	nitrite reductase	nitrite reductase
H9TFR6_9ARCH	nitrite reductase	nitrite reductase
H9TFS0_9ARCH	nitrite reductase	nitrite reductase
H9TFS2_9ARCH	nitrite reductase	nitrite reductase
H9TFS3_9ARCH	nitrite reductase	nitrite reductase
H9TFS4_9ARCH	nitrite reductase	nitrite reductase
H9TFS5_9ARCH	nitrite reductase	nitrite reductase
H9TFS7_9ARCH	nitrite reductase	nitrite reductase
H9TFS8_9ARCH	nitrite reductase	nitrite reductase
H9TFT5_9ARCH	nitrite reductase	nitrite reductase
H9TFT8_9ARCH	nitrite reductase	nitrite reductase
H9TFT9_9ARCH	nitrite reductase	nitrite reductase
H9TFU0_9ARCH	nitrite reductase	nitrite reductase
H9TFU1_9ARCH	nitrite reductase	nitrite reductase
H9TFU2_9ARCH	nitrite reductase	nitrite reductase
H9TFU3_9ARCH	nitrite reductase	nitrite reductase
H9TFU4_9ARCH	nitrite reductase	nitrite reductase
H9TFU5_9ARCH	nitrite reductase	nitrite reductase
H9TFU8_9ARCH	nitrite reductase	nitrite reductase
H9TFV1_9ARCH	nitrite reductase	nitrite reductase
H9TFV2_9ARCH	nitrite reductase	nitrite reductase
H9TFV5_9ARCH	nitrite reductase	nitrite reductase
H9TFV6_9ARCH	nitrite reductase	nitrite reductase
H9TFV7_9ARCH	nitrite reductase	nitrite reductase
H9TFV8_9ARCH	nitrite reductase	nitrite reductase
H9TFW1_9ARCH	nitrite reductase	nitrite reductase
H9TFW2_9ARCH	nitrite reductase	nitrite reductase
H9TFW3_9ARCH	nitrite reductase	nitrite reductase
H9TFW4_9ARCH	nitrite reductase	nitrite reductase
H9TFW5_9ARCH	nitrite reductase	nitrite reductase
H9TFW6_9ARCH	nitrite reductase	nitrite reductase
H9TFW7_9ARCH	nitrite reductase	nitrite reductase
H9TFW8_9ARCH	nitrite reductase	nitrite reductase
H9TFW9_9ARCH	nitrite reductase	nitrite reductase
H9TFX0_9ARCH	nitrite reductase	nitrite reductase
H9TFX3_9ARCH	nitrite reductase	nitrite reductase
H9TFX4_9ARCH	nitrite reductase	nitrite reductase
H9TFX5_9ARCH	nitrite reductase	nitrite reductase
H9TFX6_9ARCH	nitrite reductase	nitrite reductase
H9TFX7_9ARCH	nitrite reductase	nitrite reductase
H9TFX8_9ARCH	nitrite reductase	nitrite reductase
H9TFX9_9ARCH	nitrite reductase	nitrite reductase
H9TFY1_9ARCH	nitrite reductase	nitrite reductase
H9TFY2_9ARCH	nitrite reductase	nitrite reductase
H9TFY3_9ARCH	nitrite reductase	nitrite reductase
H9TFY5_9ARCH	nitrite reductase	nitrite reductase
H9TFY6_9ARCH	nitrite reductase	nitrite reductase
H9TFY7_9ARCH	nitrite reductase	nitrite reductase
H9TFY8_9ARCH	nitrite reductase	nitrite reductase
H9TFY9_9ARCH	nitrite reductase	nitrite reductase
H9TFZ0_9ARCH	nitrite reductase	nitrite reductase
H9TFZ2_9ARCH	nitrite reductase	nitrite reductase
H9TFZ4_9ARCH	nitrite reductase	nitrite reductase
H9TFZ5_9ARCH	nitrite reductase	nitrite reductase
H9TFZ7_9ARCH	nitrite reductase	nitrite reductase
H9TFZ8_9ARCH	nitrite reductase	nitrite reductase
H9TFZ9_9ARCH	nitrite reductase	nitrite reductase
H9TG00_9ARCH	nitrite reductase	nitrite reductase
H9TG01_9ARCH	nitrite reductase	nitrite reductase
H9TG02_9ARCH	nitrite reductase	nitrite reductase
H9TG03_9ARCH	nitrite reductase	nitrite reductase
H9TG05_9ARCH	nitrite reductase	nitrite reductase
H9TG06_9ARCH	nitrite reductase	nitrite reductase
H9TG07_9ARCH	nitrite reductase	nitrite reductase
H9TG08_9ARCH	nitrite reductase	nitrite reductase
H9TG09_9ARCH	nitrite reductase	nitrite reductase
H9TG10_9ARCH	nitrite reductase	nitrite reductase
H9TG11_9ARCH	nitrite reductase	nitrite reductase
H9TG13_9ARCH	nitrite reductase	nitrite reductase
H9TG14_9ARCH	nitrite reductase	nitrite reductase
H9TG15_9ARCH	nitrite reductase	nitrite reductase
H9TG16_9ARCH	nitrite reductase	nitrite reductase
H9TG19_9ARCH	nitrite reductase	nitrite reductase
H9TG20_9ARCH	nitrite reductase	nitrite reductase
H9TG21_9ARCH	nitrite reductase	nitrite reductase
H9TG22_9ARCH	nitrite reductase	nitrite reductase
H9TG23_9ARCH	nitrite reductase	nitrite reductase
H9TG24_9ARCH	nitrite reductase	nitrite reductase
H9TG25_9ARCH	nitrite reductase	nitrite reductase
H9TG26_9ARCH	nitrite reductase	nitrite reductase
H9TG27_9ARCH	nitrite reductase	nitrite reductase
H9TG28_9ARCH	nitrite reductase	nitrite reductase
H9TG29_9ARCH	nitrite reductase	nitrite reductase
H9TG30_9ARCH	nitrite reductase	nitrite reductase
H9TG31_9ARCH	nitrite reductase	nitrite reductase
H9TG32_9ARCH	nitrite reductase	nitrite reductase
H9TG33_9ARCH	nitrite reductase	nitrite reductase
H9TG35_9ARCH	nitrite reductase	nitrite reductase
H9TG36_9ARCH	nitrite reductase	nitrite reductase
H9TG38_9ARCH	nitrite reductase	nitrite reductase
H9TG39_9ARCH	nitrite reductase	nitrite reductase
H9TG41_9ARCH	nitrite reductase	nitrite reductase
H9TG42_9ARCH	nitrite reductase	nitrite reductase
H9TG43_9ARCH	nitrite reductase	nitrite reductase
H9TG44_9ARCH	nitrite reductase	nitrite reductase
H9TG45_9ARCH	nitrite reductase	nitrite reductase
H9TG46_9ARCH	nitrite reductase	nitrite reductase
H9TG47_9ARCH	nitrite reductase	nitrite reductase
H9TG48_9ARCH	nitrite reductase	nitrite reductase
H9TG49_9ARCH	nitrite reductase	nitrite reductase
H9TG50_9ARCH	nitrite reductase	nitrite reductase
H9TG51_9ARCH	nitrite reductase	nitrite reductase
H9TG52_9ARCH	nitrite reductase	nitrite reductase
H9TG53_9ARCH	nitrite reductase	nitrite reductase
H9TG55_9ARCH	nitrite reductase	nitrite reductase
H9TG56_9ARCH	nitrite reductase	nitrite reductase
H9TG57_9ARCH	nitrite reductase	nitrite reductase
H9TG58_9ARCH	nitrite reductase	nitrite reductase
H9TG60_9ARCH	nitrite reductase	nitrite reductase
H9TG61_9ARCH	nitrite reductase	nitrite reductase
H9TG63_9ARCH	nitrite reductase	nitrite reductase
H9TG64_9ARCH	nitrite reductase	nitrite reductase
H9TG65_9ARCH	nitrite reductase	nitrite reductase
H9TG66_9ARCH	nitrite reductase	nitrite reductase
H9TG67_9ARCH	nitrite reductase	nitrite reductase
H9TG68_9ARCH	nitrite reductase	nitrite reductase
H9TG69_9ARCH	nitrite reductase	nitrite reductase
H9TG71_9ARCH	nitrite reductase	nitrite reductase
H9TG72_9ARCH	nitrite reductase	nitrite reductase
I3CZW0_9ARCH	nitrite reductase	nitrite reductase
I3D0M5_9ARCH	nitrite reductase	nitrite reductase
J3EWP8_9EURY	nitrite reductase	nitrite reductase
J3JCY2_9EURY	nitrite reductase	nitrite reductase
J9WU09_9ARCH	nitrite reductase	nitrite reductase
K2RQC8_METFO	Nitrite reductase (NAD(P)H	\bnitrite reductase[^a-z]+nad[^a-z]*P[^a-z]*H
K6U9K4_9EURY	nitrite reductase	nitrite reductase
L0JSH2_9EURY	nitrite reductase	nitrite reductase
L0JWQ8_9EURY	nitrite reductase	nitrite reductase
L0JZZ0_9EURY	nitrite reductase	nitrite reductase
L0K1L9_9EURY	nitrite reductase	nitrite reductase
L0NZZ1_9ARCH	nitrite reductase	nitrite reductase
L0NZZ6_9ARCH	nitrite reductase	nitrite reductase
L0P000_9ARCH	nitrite reductase	nitrite reductase
L0P001_9ARCH	nitrite reductase	nitrite reductase
L0P005_9ARCH	nitrite reductase	nitrite reductase
L0P010_9ARCH	nitrite reductase	nitrite reductase
L0P015_9ARCH	nitrite reductase	nitrite reductase
L0P019_9ARCH	nitrite reductase	nitrite reductase
L0P030_9ARCH	nitrite reductase	nitrite reductase
L0P036_9ARCH	nitrite reductase	nitrite reductase
L0P041_9ARCH	nitrite reductase	nitrite reductase
L0P043_9ARCH	nitrite reductase	nitrite reductase
L0P047_9ARCH	nitrite reductase	nitrite reductase
L0P051_9ARCH	nitrite reductase	nitrite reductase
L0P055_9ARCH	nitrite reductase	nitrite reductase
L0P0B8_9ARCH	nitrite reductase	nitrite reductase
L0P0C1_9ARCH	nitrite reductase	nitrite reductase
L0P0C5_9ARCH	nitrite reductase	nitrite reductase
L0P0D2_9ARCH	nitrite reductase	nitrite reductase
L0P0D7_9ARCH	nitrite reductase	nitrite reductase
L0P0E1_9ARCH	nitrite reductase	nitrite reductase
L0P0E6_9ARCH	nitrite reductase	nitrite reductase
L0P0E9_9ARCH	nitrite reductase	nitrite reductase
L0P0F4_9ARCH	nitrite reductase	nitrite reductase
L0P0F5_9ARCH	nitrite reductase	nitrite reductase
L0P0G0_9ARCH	nitrite reductase	nitrite reductase
L0P0G4_9ARCH	nitrite reductase	nitrite reductase
L0P0H3_9ARCH	nitrite reductase	nitrite reductase
L0P0H5_9ARCH	nitrite reductase	nitrite reductase
L0P0Q6_9ARCH	nitrite reductase	nitrite reductase
L0P0Q7_9ARCH	nitrite reductase	nitrite reductase
L0P0Q9_9ARCH	nitrite reductase	nitrite reductase
L0P0R3_9ARCH	nitrite reductase	nitrite reductase
L0P0R4_9ARCH	nitrite reductase	nitrite reductase
L0P0R5_9ARCH	nitrite reductase	nitrite reductase
L0P0R9_9ARCH	nitrite reductase	nitrite reductase
L5NG09_9EURY	nitrite reductase	nitrite reductase
L5NNS1_9EURY	nitrite reductase	nitrite reductase
L5NXR1_9EURY	Nitrite reductase	nitrite reductase
L9UST6_HALBP	nitrite reductase	nitrite reductase
L9UWJ8_HALBP	Nitrite reductase	nitrite reductase
L9X2X6_9EURY	nitrite reductase	nitrite reductase
L9X9L4_9EURY	Nitrite reductase	nitrite reductase
L9XAV7_9EURY	nitrite reductase	nitrite reductase
L9XTS6_9EURY	nitrite reductase	nitrite reductase
L9YL97_NATP1	Nitrite reductase	nitrite reductase
L9YPU1_9EURY	Nitrite reductase	nitrite reductase
L9YQA7_9EURY	Nitrite reductase	nitrite reductase
L9YSF6_NATP1	Nitrite reductase	nitrite reductase
L9Z2X5_9EURY	Nitrite reductase	nitrite reductase
L9Z3I5_9EURY	Nitrite reductase	nitrite reductase
L9ZNP4_9EURY	nitrite reductase	nitrite reductase
L9ZQ99_9EURY	Nitrite reductase	nitrite reductase
M0A1M5_9EURY	Nitrite reductase	nitrite reductase
M0A3S7_9EURY	nitrite reductase	nitrite reductase
M0AE11_9EURY	nitrite reductase	nitrite reductase
M0AJP9_9EURY	nitrite reductase	nitrite reductase
M0AU43_9EURY	nitrite reductase	nitrite reductase
M0B205_NATA1	nitrite reductase	nitrite reductase
M0B3R6_NATA1	nitrite reductase	nitrite reductase
M0BCP6_9EURY	Nitrite reductase	nitrite reductase
M0BIL2_9EURY	Nitrite reductase	nitrite reductase
M0BM77_9EURY	nitrite reductase	nitrite reductase
M0BP88_9EURY	nitrite reductase	nitrite reductase
M0BZ32_9EURY	Nitrite reductase	nitrite reductase
M0C0N2_9EURY	Nitrite reductase	nitrite reductase
M0C6K0_9EURY	Nitrite reductase	nitrite reductase
M0CAH1_9EURY	Nitrite reductase	nitrite reductase
M0CV27_9EURY	nitrite reductase	nitrite reductase
M0CV46_9EURY	nitrite reductase	nitrite reductase
M0CYC6_9EURY	nitrite reductase	nitrite reductase
M0CZ45_9EURY	nitrite reductase	nitrite reductase
M0D2K6_9EURY	nitrite reductase	nitrite reductase
M0D3M2_9EURY	Nitrite reductase	nitrite reductase
M0DAJ3_9EURY	Nitrite reductase	nitrite reductase
M0DD30_9EURY	nitrite reductase	nitrite reductase
M0DEZ1_9EURY	nitrite reductase	nitrite reductase
M0E172_9EURY	Nitrite reductase	nitrite reductase
M0E2I7_9EURY	Nitrite reductase	nitrite reductase
M0F9P8_9EURY	Nitrite reductase	nitrite reductase
M0FB69_9EURY	nitrite reductase	nitrite reductase
M0FDF2_9EURY	nitrite reductase	nitrite reductase
M0G1F5_9EURY	nitrite reductase	nitrite reductase
M0G2B3_9EURY	Nitrite reductase	nitrite reductase
M0G322_9EURY	nitrite reductase	nitrite reductase
M0G393_9EURY	nitrite reductase	nitrite reductase
M0GU73_HALL2	nitrite reductase	nitrite reductase
M0GVJ1_HALL2	nitrite reductase	nitrite reductase
M0GWL1_HALL2	Nitrite reductase	nitrite reductase
M0H405_9EURY	nitrite reductase	nitrite reductase
M0H4L7_9EURY	nitrite reductase	nitrite reductase
M0H6B2_9EURY	Nitrite reductase	nitrite reductase
M0H889_9EURY	nitrite reductase	nitrite reductase
M0H8P8_9EURY	Nitrite reductase	nitrite reductase
M0H8R5_9EURY	nitrite reductase	nitrite reductase
M0H9X8_9EURY	Nitrite reductase	nitrite reductase
M0HDU4_9EURY	nitrite reductase	nitrite reductase
M0HLC6_9EURY	Nitrite reductase	nitrite reductase
M0HM38_9EURY	Nitrite reductase	nitrite reductase
M0HZ67_9EURY	nitrite reductase	nitrite reductase
M0HZS3_9EURY	nitrite reductase	nitrite reductase
M0I028_9EURY	nitrite reductase	nitrite reductase
M0I1B6_9EURY	nitrite reductase	nitrite reductase
M0I1T6_9EURY	Nitrite reductase	nitrite reductase
M0IYS1_HALVA	nitrite reductase	nitrite reductase
M0J485_HALVA	nitrite reductase	nitrite reductase
M0JC59_9EURY	nitrite reductase	nitrite reductase
M0JHI6_9EURY	nitrite reductase	nitrite reductase
M0JI55_9EURY	Nitrite reductase	nitrite reductase
M0JIK9_9EURY	Nitrite reductase	nitrite reductase
M0JJP0_9EURY	nitrite reductase	nitrite reductase
M0JNB4_HALVA	Nitrite reductase	nitrite reductase
M0JWD0_9EURY	nitrite reductase	nitrite reductase
M0JZL5_9EURY	Nitrite reductase	nitrite reductase
M0K2E2_9EURY	nitrite reductase	nitrite reductase
M0K3T5_9EURY	nitrite reductase	nitrite reductase
M0K6K5_9EURY	nitrite reductase	nitrite reductase
M0KFJ1_9EURY	nitrite reductase	nitrite reductase
M0KHM4_HALAR	Nitrite reductase	nitrite reductase
M0KKG6_HALAR	nitrite reductase	nitrite reductase
M0KL13_HALAR	nitrite reductase	nitrite reductase
M0KY45_9EURY	Nitrite reductase	nitrite reductase
M0L1V4_9EURY	nitrite reductase	nitrite reductase
M0L639_HALJP	nitrite reductase	nitrite reductase
M0L770_HALJP	nitrite reductase	nitrite reductase
M0LFH0_9EURY	Nitrite reductase	nitrite reductase
M0LFH5_9EURY	Nitrite reductase	nitrite reductase
M0LKL7_HALJP	nitrite reductase	nitrite reductase
M0LNG1_HALJP	Nitrite reductase	nitrite reductase
M0LQS8_HALJP	Nitrite reductase	nitrite reductase
M0LRZ3_9EURY	nitrite reductase	nitrite reductase
M0LW84_9EURY	Nitrite reductase	nitrite reductase
M0M0K1_9EURY	nitrite reductase	nitrite reductase
M0M7P1_HALMO	Nitrite reductase	nitrite reductase
M0MBR8_9EURY	nitrite reductase	nitrite reductase
M0MMW9_9EURY	Nitrite reductase	nitrite reductase
M0MS80_9EURY	Nitrite reductase	nitrite reductase
M0MSE0_9EURY	Nitrite reductase	nitrite reductase
M0MSJ3_HALMO	nitrite reductase	nitrite reductase
M0MVP0_9EURY	nitrite reductase	nitrite reductase
M0MWC9_HALMO	Nitrite reductase	nitrite reductase
M0MXJ9_9EURY	nitrite reductase	nitrite reductase
M0N0F5_9EURY	Nitrite reductase	nitrite reductase
M0N4J9_9EURY	Nitrite reductase	nitrite reductase
M0N6L4_9EURY	Nitrite reductase	nitrite reductase
M0N6W1_9EURY	nitrite reductase	nitrite reductase
M0NNX1_9EURY	Nitrite reductase	nitrite reductase
M7T968_9ARCH	nitrite reductase	nitrite reductase
M7TAA4_9EURY	nitrite reductase	nitrite reductase
M7TYJ9_9EURY	nitrite reductase	nitrite reductase
M7U7R4_9EURY	nitrite reductase	nitrite reductase
Q701W6_9CREN	nitrite reductase	nitrite reductase
Q703N2_HALME	nitrite reductase	nitrite reductase
Q9P9H9_9EURY	nitrite reductase	nitrite reductase
R9RG34_9ARCH	nitrite reductase	nitrite reductase
R9RG46_9ARCH	nitrite reductase	nitrite reductase
R9RG52_9ARCH	nitrite reductase	nitrite reductase
R9RG56_9ARCH	nitrite reductase	nitrite reductase
R9RG59_9ARCH	nitrite reductase	nitrite reductase
R9RG63_9ARCH	nitrite reductase	nitrite reductase
R9RG71_9ARCH	nitrite reductase	nitrite reductase
R9RG86_9ARCH	nitrite reductase	nitrite reductase
R9RG90_9ARCH	nitrite reductase	nitrite reductase
R9RG95_9ARCH	nitrite reductase	nitrite reductase
R9RGA9_9ARCH	nitrite reductase	nitrite reductase
R9RGB6_9ARCH	nitrite reductase	nitrite reductase
R9RGC0_9ARCH	nitrite reductase	nitrite reductase
R9RGC5_9ARCH	nitrite reductase	nitrite reductase
R9RGC8_9ARCH	nitrite reductase	nitrite reductase
R9RGD5_9ARCH	nitrite reductase	nitrite reductase
R9RGD9_9ARCH	nitrite reductase	nitrite reductase
R9RGF2_9ARCH	nitrite reductase	nitrite reductase
R9RGF5_9ARCH	nitrite reductase	nitrite reductase
R9RGG1_9ARCH	nitrite reductase	nitrite reductase
R9RGG5_9ARCH	nitrite reductase	nitrite reductase
R9RGH5_9ARCH	nitrite reductase	nitrite reductase
R9RGH9_9ARCH	nitrite reductase	nitrite reductase
R9RGJ2_9ARCH	nitrite reductase	nitrite reductase
R9RGJ4_9ARCH	nitrite reductase	nitrite reductase
R9RGK2_9ARCH	nitrite reductase	nitrite reductase
R9RIH7_9ARCH	nitrite reductase	nitrite reductase
R9RII2_9ARCH	nitrite reductase	nitrite reductase
R9RIJ1_9ARCH	nitrite reductase	nitrite reductase
R9RIJ6_9ARCH	nitrite reductase	nitrite reductase
R9RIL1_9ARCH	nitrite reductase	nitrite reductase
R9RIM2_9ARCH	nitrite reductase	nitrite reductase
R9RIM5_9ARCH	nitrite reductase	nitrite reductase
R9RIM9_9ARCH	nitrite reductase	nitrite reductase
R9RIN6_9ARCH	nitrite reductase	nitrite reductase
R9RIP6_9ARCH	nitrite reductase	nitrite reductase
R9RIQ2_9ARCH	nitrite reductase	nitrite reductase
R9RIQ8_9ARCH	nitrite reductase	nitrite reductase
R9RIR1_9ARCH	nitrite reductase	nitrite reductase
R9RIR7_9ARCH	nitrite reductase	nitrite reductase
R9RIS1_9ARCH	nitrite reductase	nitrite reductase
R9RIS3_9ARCH	nitrite reductase	nitrite reductase
R9RIS4_9ARCH	nitrite reductase	nitrite reductase
R9RIS8_9ARCH	nitrite reductase	nitrite reductase
